work_id,doi,ano,primeiro_autor,author_id,genero_primeiro_autor,primeiro_autor_no_brasil,paises_primeiro_autor
W2984213047,10.1007/s10750-019-04101-3,2019,Magda Fernandes de Andrade-Tubino,A5075591307,FEMININO,True,BR
W3126108611,10.1007/s00248-020-01670-y,2021,Natascha Menezes Bergo,A5082126435,FEMININO,True,BR
W2893307035,10.1016/j.envpol.2018.09.129,2018,Denis M.S. Abessa,sem-id:W2893307035:0,MASCULINO,True,BR
W2988007815,10.1016/j.dsr.2019.103147,2019,Romina Vanessa Barbosa,A5006532954,FEMININO,True,BR;FR
W2914785383,10.1016/j.marpolbul.2019.01.054,2019,Milena Rizzi,A5002894608,FEMININO,True,BR
W2964858928,10.1016/j.rsma.2019.100771,2019,Camila Burigo Marin,A5070550353,FEMININO,True,BR
W3134465096,10.1016/j.rse.2021.112366,2021,Nima Pahlevan,A5058488448,FEMININO,False,US
W2899451594,10.5343/bms.2018.0056,2018,Guilherme H. Pereira‐Filho,A5021065193,MASCULINO,True,BR
W3102193797,10.1016/j.envint.2020.106262,2020,David Singer,A5065196681,MASCULINO,True,BR;CH;FR
W2893081018,10.1186/s12864-018-5064-4,2018,Giselle S. Cavalcanti,A5112491407,FEMININO,True,BR;US
W3156569772,10.1080/10643389.2021.1910003,2021,Bruno Galvão de Campos,A5057290516,MASCULINO,True,BR;PT
W3044351521,10.3389/fenvs.2020.00104,2020,João Pinto da Costa,A5086871747,MASCULINO,False,PT
W4310896247,10.1016/j.envpol.2022.120821,2022,Felipe A. de Alencar Goyanna,A5068409903,MASCULINO,True,BR
W4386456146,10.1016/j.marpolbul.2023.115452,2023,Luiza Soares Ferreira Guimarães,A5060681147,FEMININO,True,BR
W3216940115,10.1016/j.marpolbul.2021.113161,2021,Elaine Ferreira da Silva,A5065032508,FEMININO,True,BR
W3179759413,10.1111/gcb.15757,2021,Viviana Peña,A5082432380,FEMININO,False,ES;FR
W4386608189,10.1016/j.scitotenv.2023.166984,2023,Karina Massei,A5028718961,FEMININO,True,BR
W3126816369,10.1016/j.marpolbul.2021.111984,2021,Mariana de Oliveira Estevo,A5003110102,FEMININO,True,BR
W3197252187,10.1016/j.cub.2021.08.062,2021,Nicholas K. Dulvy,A5011629984,MASCULINO,False,CA
W4315588492,10.1080/00958964.2022.2161979,2023,Carmen Edith Pazoto,A5024941762,FEMININO,True,BR
W2844328823,10.1002/ecs2.2281,2018,Juliano Morais,A5022680806,MASCULINO,True,BR
W3048118647,10.1016/j.marpol.2020.104157,2020,Leopoldo Cavaleri Gerhardinger,A5091706659,MASCULINO,True,BR
W2793232239,10.1016/j.marpolbul.2018.03.026,2018,Melanie Lopes da Silva,A5011066019,FEMININO,True,BR
W3165447860,10.1016/j.heliyon.2021.e07105,2021,Christine C. Gaylarde,A5082921644,FEMININO,False,US
W4312050614,10.1007/s10531-022-02528-0,2022,Antônio B. Anderson,A5034365299,MASCULINO,True,BR
W4405041676,10.1016/j.envpol.2024.125485,2024,Thayná Jeremias Mello,A5045477795,FEMININO,True,BR
W2803570811,10.1016/j.ocecoaman.2018.05.003,2018,Nayla S. Patrizzi,A5026707307,FEMININO,True,BR
W4226169891,10.1093/biosci/biac031,2022,Unai Pascual,A5031271580,INDEFINIDO,False,CH
W4327938281,10.1111/jbi.14599,2023,André Luís Luza,A5014594803,MASCULINO,True,BR
W2909954038,10.1371/journal.pone.0211171,2019,Umberto Diego Rodrigues de Oliveira,A5066996439,MASCULINO,True,BR
W4389256243,10.1016/j.jenvman.2023.119656,2023,Ramón Hernández‐Andreu,A5046563043,MASCULINO,True,BR
W3135459934,10.1002/2688-8319.12051,2021,Samantha Andrzejaczek,A5063743061,FEMININO,False,US
W2993084594,10.1111/btp.12732,2019,Flavio Magalhães Costa,A5101571419,MASCULINO,True,BR
W4220675747,10.5194/essd-14-1015-2022,2022,Valéria M. Lemos,A5087714933,FEMININO,True,BR
W3153239677,10.3389/frma.2021.637127,2021,Andrei Polejack,A5028593708,MASCULINO,True,BR;SE
W4200218456,10.1016/j.ecss.2021.107591,2021,Rodrigo Ferreira Bastos,A5027563790,MASCULINO,True,BR
W3154659690,10.1016/j.jclepro.2021.127075,2021,Geraldo Cardoso de Oliveira Neto,A5029780383,MASCULINO,True,BR;PT
W2916582453,10.1111/jpy.12848,2019,Fábio Nauer,A5074526911,MASCULINO,True,BR
W2810642794,10.1016/j.csr.2018.07.002,2018,Leandro Nolé Eduardo,A5060443111,MASCULINO,True,BR
W4225129717,10.1016/j.marpol.2022.105076,2022,Karine Matos Magalhães,A5072555385,FEMININO,True,BR
W3047599579,10.1111/jfb.14484,2020,Hudson T. Pinheiro,A5011674962,MASCULINO,False,US
W2889904364,10.1016/j.biocon.2018.06.027,2018,Jorge Gabriel Álvarez-Romero,A5087968272,MASCULINO,False,AU
W3165034690,10.1016/j.marpol.2021.104589,2021,Rachel D. Cavanagh,A5005743066,FEMININO,False,GB
W2805045054,10.1093/icb/icy039,2018,Beth Okamura,A5074602608,FEMININO,False,GB
W4200347811,10.1016/j.chemosphere.2021.133216,2021,Juliana Lemos Dal Pizzol,A5033576259,FEMININO,True,BR
W2911910291,10.1111/mec.15052,2019,Pedro Emanuel Vieira,A5071418214,MASCULINO,False,GB;PT
W4206461459,10.1007/s00338-021-02212-9,2022,Bruno Charnaux Lonzetti,A5021007609,MASCULINO,True,BR
W4226503062,10.3390/d14040273,2022,Caio Ribeiro Pimentel,A5074375774,MASCULINO,True,BR;US
W2912391220,10.1007/s10750-019-3904-0,2019,Renata Ruaro,A5009169987,FEMININO,True,BR
W2971261437,10.3389/fmars.2019.00571,2019,Fernanda Terra Stori,A5062381975,FEMININO,True,BR
W4207019311,10.3390/su14031263,2022,Alexander Cesar Ferreira,A5079202321,MASCULINO,True,BR
W4386316785,10.1038/s42003-023-05230-1,2023,Helena Mannochio-Russo,A5062784330,FEMININO,True,BR;US
W2911771501,10.1111/ddi.12896,2019,Lélis Antonio Carlos-Júnior,A5066876188,INDEFINIDO,True,BR;GB
W4303980766,10.3390/rs14194918,2022,Ricardo M. Campos,A5008018293,MASCULINO,False,US
W3196128465,10.1016/j.chemosphere.2021.131903,2021,Henrique de Medeiros Back,A5089481818,MASCULINO,True,BR
W2948917101,10.3389/fmars.2019.00287,2019,Sigrid Neumann‐Leitão,A5051914860,FEMININO,True,BR
W2898173664,10.1139/cjfas-2018-0148,2018,Priscila F. M. Lopes,A5012594926,FEMININO,True,BR
W4404577984,10.1126/science.adp1950,2024,Anna C. Nisi,A5045297724,FEMININO,False,US
W3103913269,10.1016/j.marpolbul.2020.111799,2020,Tamyris Pegado,A5005891170,FEMININO,True,BR
W2901510214,10.1016/j.jtherbio.2018.11.005,2018,Luisa Maria Diele‐Viegas,A5043528308,FEMININO,True,BR
W2886854274,10.1016/j.colsurfb.2018.08.034,2018,Elias J. Silva,A5066333716,MASCULINO,True,BR
W4320922146,10.1016/j.rsma.2023.102874,2023,Thayná Jeremias Mello,A5045477795,FEMININO,True,BR
W4396497225,10.5194/essd-16-2047-2024,2024,Siv Kari Lauvset,A5082511641,INDEFINIDO,False,NO
W4224269037,10.1016/j.scitotenv.2022.155480,2022,Francisco Ramı́rez,A5044564035,MASCULINO,False,ES
W4392241705,10.1007/s11356-024-32511-x,2024,Manoranjan Mishra,A5006454163,INDEFINIDO,False,IN
W4391317650,10.1111/brv.13053,2024,Vianney Denis,A5049940966,MASCULINO,False,TW
W2944417112,10.3389/fmars.2019.00237,2019,Mário Barletta,A5087485119,MASCULINO,True,BR
W4322489992,10.1073/pnas.2214035120,2023,Solène Derville,A5015694974,FEMININO,False,NC;US
W2914126720,10.1016/j.energy.2019.01.100,2019,Ali Khosravi,A5090826199,MASCULINO,False,FI
W7128470761,10.1038/s41467-025-67506-w,2026,C. Mark Eakin,A5038907253,INDEFINIDO,False,US
W4406846212,10.3354/esr01385,2025,BP Wallace,A5004594059,INDEFINIDO,False,US
W4401401763,10.3897/bdj.12.e128431,2024,Senckenberg Ocean Species Alliance,A5106351340,INDEFINIDO,False,DE;ES;JP;NO;PL;PT;US
W2985182158,10.3389/fmars.2019.00686,2019,Raquel Silva Peixoto,A5065150061,FEMININO,True,BR;US
W2974267761,10.1016/j.ecolind.2019.105726,2019,Daniela Schmitz,sem-id:W2974267761:0,FEMININO,True,BR
W3144232179,10.1016/j.rser.2021.110994,2021,Omar Mauricio Hernandez,A5101732040,MASCULINO,True,BR
W4285404197,10.1016/j.csr.2022.104808,2022,María Laura Zoffoli,A5031082332,FEMININO,True,BR;IT
W3175738215,10.1038/s43247-021-00209-4,2021,Toste Tanhua,A5009172948,INDEFINIDO,False,DE
W3015759249,10.1016/j.scitotenv.2020.138456,2020,Marcelo de Oliveira Soares,A5069983910,MASCULINO,True,BR;ES;IT
W4283319887,10.1111/faf.12675,2022,Brendan S. Talwar,A5065257057,INDEFINIDO,False,BS;US
W4317499871,10.1038/s43247-022-00644-x,2023,María Paz Chidichimo,A5045616352,FEMININO,False,AR
W2181488077,10.47536/jcrm.vi3.320,2020,Alexandre Novaes Zerbini,A5039633181,MASCULINO,False,US
W3198956947,10.1016/j.marpolbul.2021.112940,2021,Will J. F. Le Quesne,A5086824847,MASCULINO,False,GB
W3138809382,10.3389/fmars.2021.640713,2021,Larissa Macêdo Cruz de Oliveira,A5066992739,FEMININO,False,IE
W4398140563,10.1038/s41559-024-02386-9,2024,Jordan S. Goetze,A5066900872,MASCULINO,False,AU
W4313419609,10.1016/j.marpolbul.2022.114486,2022,Antonella Daira Padula,A5004428066,FEMININO,False,AR
W4295883568,10.3390/microplastics1030039,2022,Leonardo Lopes Costa,A5007430542,MASCULINO,True,BR
W4231887591,10.12688/f1000research.28318.1,2021,Fabrizio Menardo,A5044673226,MASCULINO,False,CH
W2791019479,10.3390/d10010011,2018,Manuela Bernardes Batista,A5031307491,FEMININO,True,BR
W2896841973,10.1071/mf18212,2018,Adna Ferreira Silva Garcia,A5064814865,FEMININO,True,BR
W2914414285,10.1016/j.pocean.2019.01.008,2019,Camila Rodrigues de Lima,A5039316910,FEMININO,True,BR
W3134605165,10.1057/s41599-021-00729-6,2021,Andrei Polejack,A5028593708,MASCULINO,True,BR;SE
W4317434132,10.1111/gcb.16602,2023,Carlos Rafael Borges Mendes,A5059316441,MASCULINO,True,BR
W2909534858,10.12957/jse.2018.38001,2018,Leonardo Antônio Pregnolato,A5065887357,MASCULINO,True,BR
W2981738993,10.1016/j.marenvres.2019.104827,2019,Vanessa Freire de Carvalho,A5103244927,FEMININO,True,BR
W3003393482,10.1007/s10584-020-02667-9,2020,João Paulo Lyra Fialho Brêda,A5080619860,MASCULINO,True,BR
W2950218517,10.1371/journal.pone.0204970,2019,Fernanda Andreoli Rolim,A5084312125,FEMININO,True,BR
W3213511497,10.3390/d13110579,2021,Lilian A. Palomino-Alvarez,A5060929220,FEMININO,False,MX
W4313335300,10.1007/s11160-022-09746-3,2022,Sare Rasekhi,A5060427833,FEMININO,False,IR
W2904546381,10.1080/00222933.2018.1552332,2018,Erik Costa Tedesco,A5086457742,MASCULINO,True,BR
W3175220902,10.1016/j.jes.2021.04.006,2021,Fernanda Silva dos Santos,A5046459857,FEMININO,True,BR
W2885055105,10.1016/j.dsr.2018.08.005,2018,Luiz Alexandre A. Guerra,A5028123397,MASCULINO,True,BR
W4367321940,10.1016/j.marpolbul.2023.114960,2023,Jannatun Nahar Jannat,A5058606176,INDEFINIDO,False,BD
W3138002269,10.1016/j.scitotenv.2021.146541,2021,Franciele Oliveira Campos da Rocha,A5010025485,FEMININO,True,BR
W3092117154,10.1016/j.marpolbul.2020.111729,2020,Gabriel Enrique De-la-Torre,A5034142580,MASCULINO,False,PE
W2950195725,10.3389/fmars.2019.00389,2019,Gabriel Stefanelli-Silva,A5086476307,MASCULINO,True,BR
W3023918588,10.1016/j.jclepro.2020.121984,2020,Jassiel V. H. Fontes,A5067098867,MASCULINO,True,BR;MX
W4388890288,10.1016/j.scitotenv.2023.168706,2023,Lara Marcús,A5002241786,FEMININO,False,CL
W4367595691,10.1016/j.scitotenv.2023.163687,2023,Giam Luca Altafim,A5002024296,MASCULINO,True,BR
W2965714455,10.1111/cobi.13405,2019,David Montenegro Lapola,A5065778269,MASCULINO,True,BR
W2801566727,10.1016/j.ecss.2018.04.027,2018,Francisco Gerson Araújo,A5033922860,MASCULINO,True,BR
W2905038077,10.1111/ddi.12846,2018,Marcelo de Oliveira Soares,A5069983910,MASCULINO,True,BR;ES
W3039502579,10.1098/rspb.2020.2166,2020,Stefano Mammola,sem-id:W3039502579:0,MASCULINO,False,FI;IT
W2792314772,10.1002/joc.5468,2018,Michelle Simões Reboita,A5006018293,FEMININO,True,BR
W3158321691,10.1038/s41598-021-88934-w,2021,Alex Sen Gupta,A5042978765,MASCULINO,False,AU
W4378952887,10.1016/j.scitotenv.2023.164487,2023,Karina Massei,A5028718961,FEMININO,True,BR
W2969493512,10.1016/j.envres.2019.108683,2019,Lucia De Marchi,A5028378541,FEMININO,False,PT
W4280617712,10.1002/lno.12094,2022,Marina Tonetti Botana,A5037619720,FEMININO,True,BR
W3141893780,10.3389/fmars.2021.644569,2021,Vanessa Hatje,A5008351522,FEMININO,True,BR
W2884686333,10.3389/fmicb.2018.01727,2018,Márcio Silva de Souza,A5021292551,MASCULINO,True,BR
W3043215053,10.1038/s41598-020-68916-0,2020,Laura Fernandes de Barros Marangoni,A5028247489,FEMININO,True,BR;MC
W2808187978,10.1007/s00360-018-1167-0,2018,Andressa Cristina Ramaglia,A5042802323,FEMININO,True,BR
W2793769441,10.1002/2017rg000588,2018,Eduardo Queiroz Alves,A5075738205,MASCULINO,False,GB
W3133710477,10.1007/s00227-021-03852-9,2021,Yuri Vieira Niella,A5046610943,MASCULINO,False,AU
W2800936478,10.18468/planetaamazonia.2017n9.p175-186,2018,Jan Fernandes Aslan,A5068743317,MASCULINO,True,BR
W4294688080,10.1007/s00338-022-02296-x,2022,André Morgado Esteves,A5007349979,MASCULINO,True,BR
W4391406053,10.3354/meps14535,2024,Kathryn Ailsa Rose,A5026484363,FEMININO,False,US
W4388273311,10.1016/j.seares.2023.102453,2023,Julia Caon Araujo,A5091638011,FEMININO,True,BR
W3081639364,10.1016/j.scitotenv.2020.142141,2020,Ana Carolina Ewbank,A5053384029,FEMININO,True,BR
W3128231263,10.1016/j.geomorph.2021.107648,2021,Erika Rodrigues,A5101672873,FEMININO,True,BR
W2789981691,10.1016/j.aquatox.2018.02.015,2018,Joana C. Prata,A5027820970,FEMININO,False,PT
W2918011650,10.1111/jpy.12850,2019,Olga Camacho,A5088353319,FEMININO,True,BR;US
W2970957331,10.1016/j.watres.2019.115028,2019,Qing Yang,A5100605773,INDEFINIDO,False,CN
W4396841348,10.1016/j.marpolbul.2024.116478,2024,Beatriz Corrêa Thomé de Deus,A5038704147,FEMININO,True,BR
W3121318202,10.1111/sed.12846,2021,Filipe Giovanini Varejão,A5042608269,MASCULINO,True,BR
W3042320043,10.1016/j.rse.2020.111959,2020,Sajad Tabibi,A5032878975,INDEFINIDO,False,LU
W3208343947,10.3389/fevo.2021.718169,2021,Margarita Florencio,A5071544092,FEMININO,True,BR;ES;PT
W3133665148,10.1080/1533015x.2021.1887778,2021,Dimítri de Araújo Costa,A5017232098,MASCULINO,True,BR;PT
W4403082646,10.1039/d4va00174e,2024,Matthew S. Savoca,A5074815942,MASCULINO,False,US
W4281740789,10.1111/jbi.14398,2022,Gabriel S. Araujo,A5052440405,MASCULINO,True,BR
W4388507700,10.1126/sciadv.adg9763,2023,Pedro C. Junger,A5052739673,MASCULINO,True,BR
W4220680198,10.1016/j.marpetgeo.2022.105632,2022,Lucas Pinto Heckert Bastos,A5071945252,MASCULINO,True,BR
W3193921162,10.1007/s00338-021-02171-1,2021,Marina Nasri Sissini,A5058930125,FEMININO,True,BR
W2785994066,10.1038/s41598-018-21010-y,2018,Lívia Peluso,A5067243987,FEMININO,True,BR
W4389280570,10.1016/j.rsma.2023.103319,2023,Natália Viana Diniz,A5092276610,FEMININO,True,BR
W2886700023,10.1016/j.ecss.2018.08.013,2018,Marco Valério Jansen Cutrim,A5078128458,MASCULINO,True,BR
W2894413731,10.1016/j.marenvres.2018.09.026,2018,Walter A. Rich,A5091344332,MASCULINO,True,BR
W4225742863,10.1007/s00382-022-06195-3,2022,Luciano Ponzi Pezzi,A5073069111,MASCULINO,True,BR
W3007277743,10.3389/fenvs.2020.00018,2020,Eliana B. Rosa,A5084927217,FEMININO,True,BR
W4282569506,10.1007/s10661-022-10059-y,2022,Zina Bencheikh,A5031709400,FEMININO,False,DZ
W2952826858,10.3389/fphys.2019.00785,2019,Carine F. Souza,A5004925691,FEMININO,True,BR
W3055212248,10.1016/j.rsma.2020.101413,2020,Roberto González–De Zayas,A5090754510,MASCULINO,False,
W3015268263,10.1016/j.jag.2020.102119,2020,Luiz Henrique Silva Rotta,A5062347800,MASCULINO,True,BR
W4364375540,10.1007/s00227-023-04199-z,2023,Manoela Leitão,A5024858503,FEMININO,True,BR
W4226515713,10.3389/ffgc.2022.817992,2022,Luiz Drude de Lacerda,A5089747425,MASCULINO,True,BR
W4411051355,10.1126/science.adl0239,2025,Ana M. M. Sequeira,A5046953441,FEMININO,False,AU
W2997687484,10.1111/sed.12701,2019,K.T. Pickering,A5062562135,INDEFINIDO,False,GB
W3044694030,10.1016/j.marenvres.2020.105064,2020,Ana Cecília Pinho Costa,A5056354879,FEMININO,True,BR
W3038547504,10.3389/fmars.2020.00481,2020,Ivan Machado Martins,A5063792252,MASCULINO,True,BR
W2895271554,10.1016/j.pocean.2018.10.006,2018,Iole B.M. Orselli,A5014565636,FEMININO,True,BR;FR
W2900005178,10.1371/journal.pone.0204188,2018,Natalie Montero,A5035484393,FEMININO,False,US
W2800561779,10.1007/s12526-018-0893-6,2018,Antônio B. Anderson,A5034365299,MASCULINO,True,BR
W3124487503,10.3390/d13020043,2021,Anja Schulze,A5043778264,FEMININO,False,US
W2796371595,10.1038/s41598-018-23746-z,2018,Charles A. Boch,A5022159709,MASCULINO,False,US
W2968555835,10.1111/geb.12990,2019,Rafael A. Magris,A5072954955,MASCULINO,True,BR;CA
W2915081206,10.5194/essd-11-1037-2019,2019,André Valente,A5061806482,MASCULINO,False,PT
W4213183234,10.1111/ddi.13485,2022,Connie Y. Kot,A5077525330,FEMININO,False,US
W3045191283,10.1007/s00190-020-01387-3,2020,Felipe Geremia‐Nievinski,A5048182527,MASCULINO,True,BR
W3184418619,10.3389/fmars.2021.667764,2021,Maria Wanna Figueiredo Sena Macedo,A5090535947,FEMININO,True,BR
W4388035568,10.1111/gcb.16991,2023,Mariana M. P. B. Fuentes,A5032191789,FEMININO,False,US
W2954904172,10.3389/fmars.2019.00428,2019,Brad deYoung,A5086043758,MASCULINO,False,CA
W2895967659,10.1016/j.ocecoaman.2018.09.017,2018,Mirella de Oliveira Leis,A5065518715,FEMININO,False,CA
W4387566259,10.1016/j.earscirev.2023.104594,2023,Dan V. Palcu,A5029629929,MASCULINO,True,BR;NL;RO
W4200111643,10.1111/ddi.13453,2021,Yasmina Shah Esmaeili,A5007383168,FEMININO,True,BR
W3133151180,10.3390/rs13050831,2021,Jorge Vázquez,A5112690146,MASCULINO,False,US
W2789354637,10.1002/ece3.3853,2018,Edson Aparecido Vieira,A5044264331,MASCULINO,True,BR
W2883360372,10.1038/s41586-018-0301-1,2018,Jos Barlow,A5016040385,MASCULINO,False,GB
W3159307210,10.1007/s10584-021-03097-x,2021,Micheli Duarte de Paula Costa,A5072892439,FEMININO,False,AU
W2914920716,10.1111/maec.12520,2018,Hugulay Albuquerque Maia,A5017481647,INDEFINIDO,True,BR;PT;ST
W3177130521,10.1016/j.ecss.2021.107478,2021,Murilo Zanetti Marochi,A5055528656,MASCULINO,True,BR
W3206795908,10.1016/j.petrol.2021.109633,2021,Saeid Asadzadeh,A5022643236,INDEFINIDO,True,BR
W4406821859,10.1016/j.rsurfi.2025.100430,2025,Gabriela Paula Vieira Dalmora,A5033569107,FEMININO,True,BR
W3042972528,10.1016/j.envpol.2020.115241,2020,Danielle Regina Gomes Ribeiro-Brasil,A5035922158,FEMININO,True,BR
W3004255820,10.1080/07388551.2019.1710457,2020,Paolo Stincone,A5077171856,MASCULINO,True,BR
W2894719801,10.1111/jpy.12793,2018,Marianne Kreusch,A5087918015,FEMININO,True,BR
W3046640137,10.1016/j.oceaneng.2020.107745,2020,Carolina Barnez Gramcianinov,A5003446053,FEMININO,False,PT
W2981232032,10.1111/maec.12563,2019,Débora Ferreira Barbosa,A5074392601,FEMININO,True,BR
W3099849937,10.1016/j.fishres.2020.105815,2020,Thiago Pereira Guerra,A5102999778,MASCULINO,True,BR
W3216995942,10.1002/lno.11992,2021,Juliana Campos Barbosa Nogueira,A5054698677,FEMININO,True,BR;CZ
W2987351438,10.1016/j.envpol.2019.113572,2019,Joseane Aparecida Marques,A5068573177,FEMININO,True,BR
W2902462651,10.1038/s41598-018-35975-3,2018,María José Frugone,A5059318049,FEMININO,False,CL
W3116551407,10.18472/sustdeb.v11n3.2020.33845,2020,Paulo Antunes Horta,A5077657959,MASCULINO,True,BR
W3216265932,10.1016/j.wace.2021.100404,2021,Mariah Sousa Gomes,A5078806662,FEMININO,True,BR
W4404252658,10.1038/s41598-024-73776-z,2024,Lucy Carruthers,A5112940630,FEMININO,False,GB
W3093940845,10.1073/pnas.2005255117,2020,Matthew A. Whalen,A5079238365,MASCULINO,False,CA;US
W4210853756,10.1088/1748-9326/ac5271,2022,Isabel Hagen,A5024534857,FEMININO,False,CH
W4396684668,10.1590/1809-4392202103601,2024,Juan M. Guayasamin,A5002844133,MASCULINO,False,EC
W3205039097,10.1007/s00338-021-02178-8,2021,Thiony Simon,A5042402353,INDEFINIDO,True,BR
W2810113352,10.1016/j.marenvres.2018.06.021,2018,Juliano Morais,A5022680806,MASCULINO,True,BR
W3134564213,10.1111/cla.12453,2021,André Rinaldo Senna Garraffoni,A5081033285,MASCULINO,True,BR
W4292416594,10.1016/j.jmarsys.2022.103785,2022,Mylene J. Cabrera,A5068940463,FEMININO,True,BR
W4413117020,10.1007/s10661-025-14444-1,2025,Thaiane Cantarino Costa,A5091496596,FEMININO,True,BR
W2782846055,10.1590/1676-0611-bn-2017-0394,2018,Augusto Barros Mendes,A5001214187,MASCULINO,True,BR
W4401513209,10.1016/j.oneear.2024.07.014,2024,José Amorim Reis‐Filho,A5009687424,MASCULINO,True,BR;US
W3210308122,10.1016/j.pocean.2021.102710,2021,Érica Caroline Becker,A5055154190,FEMININO,True,BR
W4385135703,10.1016/j.scitotenv.2023.165637,2023,Marcelo de Oliveira Soares,A5069983910,MASCULINO,True,BR;DE;VI
W4385213291,10.3390/su151411436,2023,Karen Fung,A5030435518,FEMININO,False,GB
W4386440521,10.1175/bams-d-23-0077.1,2023,Kyle R. Clem,A5037876647,MASCULINO,False,NZ
W2985569147,10.1038/s41598-019-51786-6,2019,Rui Freitas,A5002436492,MASCULINO,False,CV;ES
W3027708654,10.1016/j.scitotenv.2020.139621,2020,Luiz Fernando Loureiro Fernandes,A5027812122,MASCULINO,True,BR
W3194496947,10.3389/fmars.2021.711011,2021,Rafael A. Magris,A5072954955,MASCULINO,True,BR
W2886937244,10.5751/es-10269-230319,2018,Stefan Partelow,A5057239375,MASCULINO,False,DE
W4224303673,10.1016/j.rsma.2022.102365,2022,Francisco Arenhart da Veiga Lima,A5028257793,MASCULINO,True,BR
W3083023428,10.1016/j.ecss.2020.106975,2020,Philine S. E. zu Ermgassen,A5031381972,INDEFINIDO,False,GB
W2950097960,10.1016/j.teac.2019.e00068,2019,Ítalo Braga Castro,A5014854455,MASCULINO,True,BR
W4384008596,10.1016/j.scitotenv.2023.165401,2023,Bárbara Rani-Borges,A5053495377,FEMININO,True,BR
W4361225456,10.1016/j.scitotenv.2023.163098,2023,Leandro Nolé Eduardo,A5060443111,MASCULINO,True,BR;FR
W4386477476,10.1111/ecog.06536,2023,Alexia Dubuc,A5066226098,FEMININO,False,BD;DE
W4380319861,10.1016/j.scitotenv.2023.164818,2023,Fernando Tuya,A5048467594,MASCULINO,False,ES
W2890977270,10.1002/aqc.2961,2018,Rodrigo Rodrigues Domingues,A5078431100,MASCULINO,True,BR
W4313025979,10.1590/1982-0224-2022-0032,2022,Augusto A. Machado,A5030245575,MASCULINO,True,BR
W3018113104,10.1016/j.gloplacha.2020.103197,2020,Guilherme Krahl,A5068693110,MASCULINO,True,BR
W3138185431,10.1007/s10531-021-02158-y,2021,Guilherme N. Corte,A5067732903,MASCULINO,True,BR
W4392386510,10.1038/s41598-024-55176-5,2024,Marcus Jorge Bottino,A5037761307,MASCULINO,True,BR
W3175436320,10.1016/j.marpolbul.2021.112644,2021,Luciano Lorenzi,A5009062345,MASCULINO,True,BR
